GBIFusageKey,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms,Note,genus_I,is_aquatic,aquatic_type_I,legal_status_co,restriction_type,governing_law
2696117,Colombia,,NATIONAL,,Puya roldanii,Liliopsida,species,Bromeliaceae,Puya sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Puya,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2696347,Colombia,,NATIONAL,,Puya sanctae-martae,Liliopsida,species,Bromeliaceae,Puya sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Puya,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2696335,Colombia,,NATIONAL,,Puya santanderensis,Liliopsida,species,Bromeliaceae,Puya sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Puya,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2696321,Colombia,,NATIONAL,,Puya thomasiana,Liliopsida,species,Bromeliaceae,Puya sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Puya,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2696370,Colombia,,NATIONAL,,Puya venezuelana,Liliopsida,species,Bromeliaceae,Puya sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Puya,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2696343,Colombia,,NATIONAL,,Puya vestita,Liliopsida,species,Bromeliaceae,Puya sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Puya,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2694725,Colombia,,NATIONAL,,Racinaea almeriae,Liliopsida,species,Bromeliaceae,Racinaea sp.,Tillandsia almeriae,Bromeliaceae; Res. 1912/2017 threatened flora,Racinaea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2695959,Colombia,,NATIONAL,,Racinaea membranacifolia,Liliopsida,species,Bromeliaceae,Racinaea sp.,Tillandsia membranacifolia,Bromeliaceae; Res. 1912/2017 threatened flora,Racinaea,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2695894,Colombia,,NATIONAL,,Racinaea sanctae-martae,Liliopsida,species,Bromeliaceae,Racinaea sp.,Tillandsia sanctae-martae,Bromeliaceae; Res. 1912/2017 threatened flora,Racinaea,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2695526,Colombia,,NATIONAL,,Tillandsia acuminata,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2695226,Colombia,,NATIONAL,,Tillandsia brevior,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2694513,Colombia,,NATIONAL,,Tillandsia breviturneri,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2694913,Colombia,,NATIONAL,,Tillandsia caloura,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2695043,Colombia,,NATIONAL,,Tillandsia carrierei,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2695003,Colombia,,NATIONAL,,Tillandsia chartacea,Liliopsida,species,Bromeliaceae,Tillandsia sp.,Tillandsia chartacea chartacea,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2694636,Colombia,,NATIONAL,,Tillandsia cuatrecasasii,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2695490,Colombia,,NATIONAL,,Tillandsia engleriana,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2694811,Colombia,,NATIONAL,,Tillandsia excavata,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2695546,Colombia,,NATIONAL,,Tillandsia fassettii,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2694643,Colombia,,NATIONAL,,Tillandsia racinae,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2695922,Colombia,,NATIONAL,,Tillandsia rariflora,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2694628,Colombia,,NATIONAL,,Tillandsia reversa,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2695523,Colombia,,NATIONAL,,Tillandsia romeroi,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2695325,Colombia,,NATIONAL,,Tillandsia schimperiana,Liliopsida,species,Bromeliaceae,Tillandsia sp.,Vriesea schimperiana,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2695612,Colombia,,NATIONAL,,Tillandsia sigmoidea,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2695629,Colombia,,NATIONAL,,Tillandsia suescana,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2695527,Colombia,,NATIONAL,,Tillandsia ultima,Liliopsida,species,Bromeliaceae,Tillandsia sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Tillandsia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5288946,Colombia,,NATIONAL,,Vriesea hodgei,Liliopsida,species,Bromeliaceae,Vriesea sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Vriesea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2699998,Colombia,,NATIONAL,,Werauhia orjuelae,Liliopsida,species,Bromeliaceae,Werauhia sp.,Vriesea orjuelae,Bromeliaceae; Res. 1912/2017 threatened flora,Werauhia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2700535,Colombia,,NATIONAL,,Werauhia verrucosa,Liliopsida,species,Bromeliaceae,Werauhia sp.,Vriesea verrucosa,Bromeliaceae; Res. 1912/2017 threatened flora,Werauhia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
7516746,Colombia,,NATIONAL,,Caryocar amygdaliferum,Magnoliopsida,species,Caryocaraceae,Almendr<U+00F3>n,"Caryocar almendron, Rhizobolus amygdalifer",Caryocaraceae; Res. 1912/2017 threatened flora,Caryocar,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2984852,Colombia,,NATIONAL,,Couepia nutans,Magnoliopsida,species,Chrysobalanaceae,Couepia sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Couepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985140,Colombia,,NATIONAL,,Hirtella adenophora,Magnoliopsida,species,Chrysobalanaceae,Hirtella sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Hirtella,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985097,Colombia,,NATIONAL,,Hirtella enneandra,Magnoliopsida,species,Chrysobalanaceae,Hirtella sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Hirtella,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2985120,Colombia,,NATIONAL,,Hirtella leonotis,Magnoliopsida,species,Chrysobalanaceae,Hirtella sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Hirtella,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985157,Colombia,,NATIONAL,,Hirtella magnifolia,Magnoliopsida,species,Chrysobalanaceae,Hirtella sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Hirtella,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985203,Colombia,,NATIONAL,,Hirtella maguirei,Magnoliopsida,species,Chrysobalanaceae,Hirtella sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Hirtella,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2985100,Colombia,,NATIONAL,,Hirtella tubiflora,Magnoliopsida,species,Chrysobalanaceae,Hirtella sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Hirtella,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985158,Colombia,,NATIONAL,,Hirtella vesiculosa,Magnoliopsida,species,Chrysobalanaceae,Hirtella sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Hirtella,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985386,Colombia,,NATIONAL,,Microdesmia arborea,Magnoliopsida,species,Chrysobalanaceae,Garcero | Ca<U+00F1>agria | Tapaliso,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Microdesmia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985364,Colombia,,NATIONAL,,Moquilea cabrerae,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Moquilea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2985531,Colombia,,NATIONAL,,Leptobalanus calvescens,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Leptobalanus,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985566,Colombia,,NATIONAL,,Moquilea chocoensis,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Moquilea,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985294,Colombia,,NATIONAL,,Leptobalanus cuatrecasasii,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Leptobalanus,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985379,Colombia,,NATIONAL,,Leptobalanus cuspidata,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Leptobalanus,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2985450,Colombia,,NATIONAL,,Moquilea durifolia,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Moquilea,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985510,Colombia,,NATIONAL,,Moquilea espinae,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Moquilea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2985276,Colombia,,NATIONAL,,Leptobalanus fuchsii,Magnoliopsida,species,Chrysobalanaceae,Carbonero,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Leptobalanus,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985370,Colombia,,NATIONAL,,Moquilea gentryi,Magnoliopsida,species,Chrysobalanaceae,Casta<U+00F1>o | carbonero,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Moquilea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2985428,Colombia,,NATIONAL,,Licania glauca,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Licania,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985402,Colombia,,NATIONAL,,Moquilea jaramilloi,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Moquilea,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985490,Colombia,,NATIONAL,,Hymenopus lasseri,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Hymenopus,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985505,Colombia,,NATIONAL,,Moquilea maritima,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Moquilea,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985437,Colombia,,NATIONAL,,Hymenopus minutiflorus,Magnoliopsida,species,Chrysobalanaceae,Carbonero,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Hymenopus,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985537,Colombia,,NATIONAL,,Licania pittieri,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Licania,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
9479823,Colombia,,NATIONAL,,Cordillera platycalyx,Magnoliopsida,species,Chrysobalanaceae,Mapurito monta<U+00F1>ero,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Cordillera,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
8218457,Colombia,,NATIONAL,,Licania platypus,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Licania,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985296,Colombia,,NATIONAL,,Moquilea salicifolia,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Moquilea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2985580,Colombia,,NATIONAL,,Licania silvae,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Licania,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985300,Colombia,,NATIONAL,,Leptobalanus sparsipilis,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Leptobalanus,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985507,Colombia,,NATIONAL,,Leptobalanus undulatus,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Leptobalanus,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2985351,Colombia,,NATIONAL,,Moquilea velata,Magnoliopsida,species,Chrysobalanaceae,Licania sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Moquilea,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2984940,Colombia,,NATIONAL,,Parinari pachyphylla,Magnoliopsida,species,Chrysobalanaceae,Perehu<U+00E9>tano,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Parinari,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2984969,Colombia,,NATIONAL,,Parinari parvifolia,Magnoliopsida,species,Chrysobalanaceae,Parinari sp.,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Parinari,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2984998,Colombia,,NATIONAL,,Parinari romeroi,Magnoliopsida,species,Chrysobalanaceae,Ambur<U+00E9>,NA,Chrysobalanaceae; Res. 1912/2017 threatened flora,Parinari,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4195957,Colombia,,NATIONAL,,Dichapetalum bernalii,Magnoliopsida,species,Dichapetalaceae,Dichapetalum sp.,NA,Dichapetalaceae; Res. 1912/2017 threatened flora,Dichapetalum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7309883,Colombia,,NATIONAL,,Dichapetalum donnell-smithii,Magnoliopsida,species,Dichapetalaceae,Dichapetalum sp.,Symphyllanthus donnell-smithii,Dichapetalaceae; Res. 1912/2017 threatened flora,Dichapetalum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4196134,Colombia,,NATIONAL,,Dichapetalum foreroi,Magnoliopsida,species,Dichapetalaceae,Vijo,NA,Dichapetalaceae; Res. 1912/2017 threatened flora,Dichapetalum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4196113,Colombia,,NATIONAL,,Dichapetalum rugosum,Magnoliopsida,species,Dichapetalaceae,Dichapetalum sp.,"Chailletia flavicans, Chailletia parkeri, Chailletia vestita, Cordia scandens, Dichapetalum flavicans, Dichapetalum scandens, Dichapetalum vestitum, Dichapetalum vestitum scandens, Dichapetalum vestitum typica, Goupia cinerascens, Symphyllanthus rugosus",Dichapetalaceae; Res. 1912/2017 threatened flora,Dichapetalum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4195784,Colombia,,NATIONAL,,Stephanopodium aptotum,Magnoliopsida,species,Dichapetalaceae,Stephanopodium sp.,NA,Dichapetalaceae; Res. 1912/2017 threatened flora,Stephanopodium,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4195723,Colombia,,NATIONAL,,Stephanopodium cuspidatum,Magnoliopsida,species,Dichapetalaceae,Stephanopodium sp.,NA,Dichapetalaceae; Res. 1912/2017 threatened flora,Stephanopodium,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4195655,Colombia,,NATIONAL,,Stephanopodium gentryi,Magnoliopsida,species,Dichapetalaceae,Stephanopodium sp.,NA,Dichapetalaceae; Res. 1912/2017 threatened flora,Stephanopodium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4195758,Colombia,,NATIONAL,,Tapura bullata,Magnoliopsida,species,Dichapetalaceae,Tapura sp.,NA,Dichapetalaceae; Res. 1912/2017 threatened flora,Tapura,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
4195685,Colombia,,NATIONAL,,Tapura colombiana,Magnoliopsida,species,Dichapetalaceae,Nacedero,NA,Dichapetalaceae; Res. 1912/2017 threatened flora,Tapura,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4195648,Colombia,,NATIONAL,,Tapura costata,Magnoliopsida,species,Dichapetalaceae,Vijo,NA,Dichapetalaceae; Res. 1912/2017 threatened flora,Tapura,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4195714,Colombia,,NATIONAL,,Tapura panamensis,Magnoliopsida,species,Dichapetalaceae,Tapura sp.,NA,Dichapetalaceae; Res. 1912/2017 threatened flora,Tapura,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5650993,Colombia,,NATIONAL,,Sloanea chocoana,Magnoliopsida,species,Elaeocarpaceae,Sloanea sp.,NA,Elaeocarpaceae; Res. 1912/2017 threatened flora,Sloanea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
5651286,Colombia,,NATIONAL,,Sloanea esmeraldana,Magnoliopsida,species,Elaeocarpaceae,Sloanea sp.,NA,Elaeocarpaceae; Res. 1912/2017 threatened flora,Sloanea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
5651236,Colombia,,NATIONAL,,Sloanea garcia-cossioi,Magnoliopsida,species,Elaeocarpaceae,Sloanea sp.,NA,Elaeocarpaceae; Res. 1912/2017 threatened flora,Sloanea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
5651098,Colombia,,NATIONAL,,Sloanea loquitoi,Magnoliopsida,species,Elaeocarpaceae,Sloanea sp.,NA,Elaeocarpaceae; Res. 1912/2017 threatened flora,Sloanea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
5651290,Colombia,,NATIONAL,,Sloanea pseudogranulosa,Magnoliopsida,species,Elaeocarpaceae,Sloanea sp.,NA,Elaeocarpaceae; Res. 1912/2017 threatened flora,Sloanea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2939634,Colombia,,NATIONAL,,Clathrotropis brunnea,Magnoliopsida,species,Fabaceae,Sap<U+00E1>n,NA,Fabaceae; Res. 1912/2017 threatened flora,Clathrotropis,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2947126,Colombia,,NATIONAL,,Dipteryx oleifera,Magnoliopsida,species,Fabaceae,Choib<U+00E1>,"Coumarouna oleifera, Coumarouna panamensis, Cumaruna oleifera, Dipteryx panamensis, Oleiocarpon panamense",Fabaceae; Res. 1912/2017 threatened flora,Dipteryx,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3931565,Colombia,,NATIONAL,,Libidibia punctata,Magnoliopsida,species,Fabaceae,<U+00C9>bano,NA,Fabaceae; Res. 1912/2017 threatened flora,Libidibia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5355420,Colombia,,NATIONAL,,Mora oleifera,Magnoliopsida,species,Fabaceae,Nato,"Dimorphandra megistosperma, Dimorphandra oleifera, Mora megistosperma",Fabaceae; Res. 1912/2017 threatened flora,Mora,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3967805,Colombia,,NATIONAL,,Orphanodendron bernalii,Magnoliopsida,species,Fabaceae,Tiratet<U+00E9>,NA,Fabaceae; Res. 1912/2017 threatened flora,Orphanodendron,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2952734,Colombia,,NATIONAL,,Peltogyne purpurea,Magnoliopsida,species,Fabaceae,Nazareno,NA,Fabaceae; Res. 1912/2017 threatened flora,Peltogyne,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2880642,Colombia,,NATIONAL,,Quercus humboldtii,Magnoliopsida,species,Fagaceae,Roble,"Erythrobalanus humboldtii, Erythrobalanus lindenii, Erythrobalanus tolimensis, Quercus almaguerensis, Quercus boyacensis, Quercus colombiana, Quercus humboldtii, Quercus humboldtii lehmanniana, Quercus lindenii, Quercus tolimensis",Fagaceae; Res. 1912/2017 threatened flora,Quercus,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2876671,Colombia,,NATIONAL,,Trigonobalanus excelsa,Magnoliopsida,species,Fagaceae,Black oak,Colombobalanus excelsa,Fagaceae; Res. 1912/2017 threatened flora,Trigonobalanus,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3054364,Colombia,,NATIONAL,,Juglans neotropica,Magnoliopsida,species,Juglandaceae,"Andean walnut, Ecuador walnut","Juglans andina, Juglans equatoriensis, Juglans granatensis, Juglans honorei",Juglandaceae; Res. 1912/2017 threatened flora,Juglans,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7590486,Colombia,,NATIONAL,,Clinopodium taxifolium,Magnoliopsida,species,Lamiaceae,Alhucema de Andr<U+00E9>,"Clinopodium taxifolium, Gardoquia glabrata, Gardoquia taxifolia, Gardoquia taxifolia loxensis, Satureja andrei, Satureja glabrata, Satureja lineata, Satureja taxifolia, Thymus taxifolius",Lamiaceae; Res. 1912/2017 threatened flora,Clinopodium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
